id,name,email,cpf,phone,city,state,created_at,updated_at
40de2198-ff09-4154-92d1-14785981957c,Srta. Allana da Luz,jda-rocha@example.org,529.751.613-69,(071) 3693 7854,Silveira de Ramos,SC,2026-03-22 00:00:00,2026-03-22 00:00:00
9d3be5e2-4102-4f49-b3ba-5be748de01c4,Natália Cavalcante,lucca28@example.com,681.645.352-18,+55 (061) 8080-1006,Pires,ES,2026-03-22 00:00:00,2026-03-22 00:00:00
0d6e7a94-5b62-43bc-ac4e-09517b95c966,Dom Albuquerque,mirellamarques@example.com,188.355.231-24,+55 (081) 9977 0088,Albuquerque do Sul,PE,2026-03-22 00:00:00,2026-03-22 00:00:00
6909520d-81d3-471c-b7f6-48f6b8f914d9,Sra. Zoe da Paz,montenegrolorena@example.org,329.212.779-97,+55 51 1823 3984,da Mata das Flores,AP,2026-03-22 00:00:00,2026-03-22 00:00:00
f377a5b6-e8a2-4eea-a1f3-201d3e089723,Dr. Raul Nunes,raelda-rosa@example.net,995.527.177-44,+55 21 0166 6870,Sampaio,CE,2026-03-22 00:00:00,2026-03-22 00:00:00
0e0b1758-869b-41fe-aa1e-d2bb917bee7a,Theo Lopes,gabriel80@example.org,905.814.770-05,+55 11 9740-1489,Cavalcanti,MT,2026-03-22 00:00:00,2026-03-22 00:00:00
5ebada0a-5035-453e-bcfc-2d377db48e87,Gustavo Henrique Pastor,isabellabarbosa@example.com,411.998.679-80,+55 (031) 9396-8562,Montenegro,SC,2026-03-22 00:00:00,2026-03-22 00:00:00
8e9e7a9a-7000-4616-89bc-3c1a16cbe4cb,Sr. Carlos Eduardo Lopes,domfernandes@example.net,793.597.820-71,0800-965-0477,Fogaça,PI,2026-03-22 00:00:00,2026-03-22 00:00:00
00eaff92-5604-4151-8760-2bddf536983b,Marina Cirino,xbarros@example.net,518.203.778-89,(021) 3114 2626,Fonseca do Campo,AP,2026-03-22 00:00:00,2026-03-22 00:00:00
b9fb5903-0c5b-4709-893a-c78391750732,Leandro Macedo,vitor-hugo12@example.org,255.466.590-51,+55 (061) 6788-8610,Fogaça,PI,2026-03-22 00:00:00,2026-03-22 00:00:00
f9753628-f66e-49e8-8568-6905f75ff43b,Luan Gomes,da-rochajulia@example.com,518.644.925-19,+55 21 8398 2622,da Rosa Paulista,PR,2026-03-22 00:00:00,2026-03-22 00:00:00
2f25e011-0679-44dc-aafe-0250dbb5f243,Benício Cavalcante,ada-mota@example.com,254.629.148-65,(081) 1543-7993,Caldeira de Carvalho,MA,2026-03-22 00:00:00,2026-03-22 00:00:00
07856bd6-2a25-4b33-b624-28173bddcfb1,Miguel Farias,cfarias@example.com,281.685.054-23,(021) 9245-9375,Gonçalves,MT,2026-03-22 00:00:00,2026-03-22 00:00:00
25d6c4b4-bfe1-4ea2-ad4f-3b44ee2ddbe6,Samuel Oliveira,ayllagarcia@example.com,573.322.141-88,61 5193 9828,Siqueira,PB,2026-03-22 00:00:00,2026-03-22 00:00:00
ca964054-c801-4c4b-a529-ac80e1fe7477,Srta. Maysa da Rocha,vieirajulia@example.net,805.929.622-29,11 2434-2661,Peixoto de Mendes,RJ,2026-03-22 00:00:00,2026-03-22 00:00:00
